case_id,case_type,court_name,ipc_section,duration_months,evidence_strength_score,prior_offenses,claimed_amount_inr,predicted_win_probability,case_outcome
CAS-2026-1853,Property Dispute,Madras High Court,IT Act 66D,18,0.11,0,3912197,80.8,Case Dismissed
CAS-2026-1854,Cheque Bounce u/s 138,Delhi High Court,IT Act 66D,2,0.57,0,9169984,56.2,Bail Granted
CAS-2026-1855,Cheque Bounce u/s 138,Karnataka High Court,IPC 420 (Cheating),32,0.92,1,6533564,49.9,Settlement Agreed
CAS-2026-1856,Property Dispute,Supreme Court of India,IT Act 66D,8,0.82,0,1056740,90.8,Injunction Issued
CAS-2026-1857,Property Dispute,Bombay High Court,IPC 379 (Theft),22,0.83,0,2310846,73.0,Injunction Issued
CAS-2026-1858,Cheque Bounce u/s 138,District & Sessions Court,IPC 307 (Attempt to Murder),6,0.81,0,4528760,52.7,Case Dismissed
CAS-2026-1859,Property Dispute,Karnataka High Court,IPC 307 (Attempt to Murder),12,0.39,0,2409231,84.7,Bail Granted
CAS-2026-1860,Cheque Bounce u/s 138,Karnataka High Court,IPC 307 (Attempt to Murder),47,0.78,0,4710764,90.7,Bail Denied
CAS-2026-1861,Cheque Bounce u/s 138,Bombay High Court,IPC 379 (Theft),40,0.23,0,9993427,53.5,Injunction Issued
CAS-2026-1862,Divorce & Maintenance,Karnataka High Court,NI Act 138 (Cheque Bounce),36,0.69,0,4595433,85.9,Injunction Issued
CAS-2026-1863,Bail Application,Supreme Court of India,IPC 420 (Cheating),15,0.67,0,5315784,91.7,Injunction Issued
CAS-2026-1864,Cheque Bounce u/s 138,Supreme Court of India,IT Act 66D,28,0.12,0,2067582,91.9,Injunction Issued
CAS-2026-1865,Criminal Breach of Trust,Bombay High Court,IPC 379 (Theft),45,0.8,1,940268,90.7,Case Dismissed
CAS-2026-1866,Contract Violation,District & Sessions Court,IPC 307 (Attempt to Murder),18,0.9,0,6229026,72.3,Bail Granted
CAS-2026-1867,Cyber Fraud,Madras High Court,IPC 120B (Criminal Conspiracy),2,0.34,0,5870938,62.8,Injunction Issued
CAS-2026-1868,Bail Application,Delhi High Court,IPC 498A (Cruelty),13,0.82,0,6657601,45.4,Bail Denied
CAS-2026-1869,Bail Application,Madras High Court,IT Act 66D,45,0.17,2,8541243,48.0,Bail Denied
CAS-2026-1870,Bail Application,Karnataka High Court,IPC 379 (Theft),15,0.63,0,1083638,66.4,Settlement Agreed
CAS-2026-1871,Divorce & Maintenance,Delhi High Court,IPC 379 (Theft),20,0.53,0,7011596,65.0,Injunction Issued
CAS-2026-1872,Cheque Bounce u/s 138,Bombay High Court,IPC 420 (Cheating),29,0.59,0,5696127,54.2,Injunction Issued
CAS-2026-1873,Divorce & Maintenance,Bombay High Court,IPC 420 (Cheating),42,0.92,1,2891671,64.8,Injunction Issued
CAS-2026-1874,Cheque Bounce u/s 138,District & Sessions Court,IPC 379 (Theft),29,0.88,0,2161892,53.7,Injunction Issued
CAS-2026-1875,Divorce & Maintenance,Delhi High Court,IPC 307 (Attempt to Murder),3,0.8,0,3531543,87.4,Injunction Issued
CAS-2026-1876,Divorce & Maintenance,Supreme Court of India,IPC 498A (Cruelty),19,0.34,0,7063266,59.9,Bail Denied
CAS-2026-1877,Contract Violation,Delhi High Court,IT Act 66D,3,0.91,0,4178140,74.9,Bail Granted
CAS-2026-1878,Criminal Breach of Trust,Karnataka High Court,IPC 420 (Cheating),14,0.19,1,8585356,70.1,Bail Granted
CAS-2026-1879,Divorce & Maintenance,Supreme Court of India,IT Act 66D,40,0.86,1,4009308,47.6,Settlement Agreed
CAS-2026-1880,Contract Violation,Bombay High Court,IPC 307 (Attempt to Murder),4,0.39,0,9937206,92.1,Bail Denied
CAS-2026-1881,Property Dispute,Delhi High Court,IT Act 66D,11,0.15,1,9447003,71.4,Injunction Issued
CAS-2026-1882,Criminal Breach of Trust,Madras High Court,IPC 120B (Criminal Conspiracy),31,0.7,0,7566897,61.3,Bail Granted
CAS-2026-1883,Divorce & Maintenance,District & Sessions Court,IPC 420 (Cheating),43,0.31,0,7785727,52.9,Case Dismissed
CAS-2026-1884,Cyber Fraud,Madras High Court,IPC 307 (Attempt to Murder),32,0.32,0,1015767,61.9,Case Dismissed
CAS-2026-1885,Bail Application,District & Sessions Court,IPC 307 (Attempt to Murder),27,0.37,0,8789972,46.0,Case Dismissed
CAS-2026-1886,Property Dispute,Karnataka High Court,IPC 498A (Cruelty),30,0.16,1,9816486,63.2,Injunction Issued
CAS-2026-1887,Property Dispute,Madras High Court,IPC 498A (Cruelty),43,0.26,0,8314491,71.6,Injunction Issued
CAS-2026-1888,Contract Violation,Delhi High Court,IPC 120B (Criminal Conspiracy),2,0.1,0,3469415,88.6,Settlement Agreed
CAS-2026-1889,Property Dispute,Delhi High Court,IPC 307 (Attempt to Murder),9,0.5,0,3803713,79.4,Settlement Agreed
CAS-2026-1890,Criminal Breach of Trust,Madras High Court,NI Act 138 (Cheque Bounce),28,0.17,0,481856,50.6,Settlement Agreed
CAS-2026-1891,Divorce & Maintenance,Delhi High Court,IPC 307 (Attempt to Murder),31,0.71,0,3865444,52.4,Case Dismissed
CAS-2026-1892,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),34,0.31,0,9251969,66.4,Injunction Issued
CAS-2026-1893,Cyber Fraud,Supreme Court of India,NI Act 138 (Cheque Bounce),15,0.94,1,4679097,54.8,Case Dismissed
CAS-2026-1894,Bail Application,Karnataka High Court,IPC 420 (Cheating),25,0.88,0,7713312,46.4,Settlement Agreed
CAS-2026-1895,Contract Violation,District & Sessions Court,IPC 420 (Cheating),36,0.36,0,4116899,85.3,Injunction Issued
CAS-2026-1896,Bail Application,Karnataka High Court,IT Act 66D,8,0.8,3,4055199,46.0,Bail Denied
CAS-2026-1897,Property Dispute,District & Sessions Court,IPC 379 (Theft),9,0.81,1,5342329,86.5,Bail Granted
CAS-2026-1898,Cyber Fraud,Delhi High Court,IPC 498A (Cruelty),37,0.98,0,3368896,52.2,Bail Granted
CAS-2026-1899,Bail Application,Supreme Court of India,IPC 379 (Theft),45,0.63,1,4353459,93.7,Settlement Agreed
CAS-2026-1900,Criminal Breach of Trust,Delhi High Court,NI Act 138 (Cheque Bounce),39,0.17,0,7456943,75.2,Case Dismissed
CAS-2026-1901,Divorce & Maintenance,Bombay High Court,IPC 498A (Cruelty),32,0.68,0,7236940,81.7,Bail Denied
CAS-2026-1902,Property Dispute,Delhi High Court,IPC 120B (Criminal Conspiracy),17,0.66,0,2954135,50.5,Injunction Issued
CAS-2026-1903,Cyber Fraud,District & Sessions Court,IPC 307 (Attempt to Murder),35,0.67,3,576377,88.1,Case Dismissed
CAS-2026-1904,Bail Application,Delhi High Court,IPC 120B (Criminal Conspiracy),37,0.37,0,498422,87.0,Settlement Agreed
CAS-2026-1905,Contract Violation,Delhi High Court,NI Act 138 (Cheque Bounce),19,0.87,0,221937,77.6,Case Dismissed
CAS-2026-1906,Criminal Breach of Trust,Supreme Court of India,IPC 498A (Cruelty),44,0.95,0,1233629,70.1,Settlement Agreed
CAS-2026-1907,Criminal Breach of Trust,Delhi High Court,NI Act 138 (Cheque Bounce),29,0.29,1,7752126,81.1,Bail Granted
CAS-2026-1908,Bail Application,Supreme Court of India,IPC 307 (Attempt to Murder),7,0.18,0,478355,45.3,Bail Granted
CAS-2026-1909,Divorce & Maintenance,Madras High Court,IPC 420 (Cheating),28,0.27,0,4093611,74.6,Case Dismissed
CAS-2026-1910,Bail Application,Bombay High Court,IPC 420 (Cheating),9,0.83,0,9837024,87.4,Bail Denied
CAS-2026-1911,Property Dispute,Supreme Court of India,NI Act 138 (Cheque Bounce),28,0.7,1,7914889,62.8,Injunction Issued
CAS-2026-1912,Bail Application,District & Sessions Court,IPC 379 (Theft),6,0.67,3,7377186,50.4,Settlement Agreed
CAS-2026-1913,Criminal Breach of Trust,Madras High Court,IPC 498A (Cruelty),29,0.46,0,1775259,66.0,Injunction Issued
CAS-2026-1914,Cyber Fraud,Supreme Court of India,IPC 498A (Cruelty),17,0.61,0,9528082,81.4,Bail Granted
CAS-2026-1915,Bail Application,Supreme Court of India,IPC 420 (Cheating),16,0.37,2,8273192,50.4,Bail Denied
CAS-2026-1916,Divorce & Maintenance,Bombay High Court,IT Act 66D,23,0.52,0,6709001,55.3,Bail Denied
CAS-2026-1917,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),31,0.81,1,7637330,52.4,Injunction Issued
CAS-2026-1918,Contract Violation,Karnataka High Court,IT Act 66D,3,0.97,1,9037999,84.8,Bail Granted
CAS-2026-1919,Cheque Bounce u/s 138,Karnataka High Court,IPC 307 (Attempt to Murder),21,0.93,0,8916087,48.1,Injunction Issued
CAS-2026-1920,Bail Application,Supreme Court of India,IPC 120B (Criminal Conspiracy),26,0.93,0,6124945,79.3,Case Dismissed
CAS-2026-1921,Divorce & Maintenance,Delhi High Court,IPC 120B (Criminal Conspiracy),36,0.46,0,1460764,63.3,Bail Denied
CAS-2026-1922,Cyber Fraud,District & Sessions Court,NI Act 138 (Cheque Bounce),42,0.52,0,3271553,82.8,Bail Denied
CAS-2026-1923,Divorce & Maintenance,Madras High Court,IPC 420 (Cheating),37,0.73,0,2694545,93.2,Case Dismissed
CAS-2026-1924,Contract Violation,Delhi High Court,IT Act 66D,22,0.92,0,3282999,50.7,Bail Granted
CAS-2026-1925,Criminal Breach of Trust,Delhi High Court,IT Act 66D,42,0.23,0,9614440,60.7,Bail Denied
CAS-2026-1926,Divorce & Maintenance,District & Sessions Court,IPC 420 (Cheating),12,0.37,0,7506465,85.5,Settlement Agreed
CAS-2026-1927,Cyber Fraud,Supreme Court of India,IT Act 66D,42,0.22,0,7129446,58.3,Settlement Agreed
CAS-2026-1928,Divorce & Maintenance,Supreme Court of India,IPC 420 (Cheating),13,0.64,0,5890740,55.8,Bail Granted
CAS-2026-1929,Divorce & Maintenance,Supreme Court of India,NI Act 138 (Cheque Bounce),11,0.37,1,9051442,86.3,Case Dismissed
CAS-2026-1930,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),16,0.39,0,8372686,94.4,Injunction Issued
CAS-2026-1931,Property Dispute,Karnataka High Court,IPC 120B (Criminal Conspiracy),8,0.16,1,940597,72.8,Bail Granted
CAS-2026-1932,Property Dispute,Supreme Court of India,NI Act 138 (Cheque Bounce),40,0.41,0,950122,58.9,Injunction Issued
CAS-2026-1933,Criminal Breach of Trust,Karnataka High Court,IPC 498A (Cruelty),40,0.87,0,2672703,64.9,Bail Granted
CAS-2026-1934,Bail Application,Karnataka High Court,IPC 307 (Attempt to Murder),45,0.31,1,830559,53.5,Settlement Agreed
CAS-2026-1935,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),2,0.72,0,9010335,83.1,Case Dismissed
CAS-2026-1936,Contract Violation,Bombay High Court,IPC 498A (Cruelty),30,0.66,0,6428404,83.7,Settlement Agreed
CAS-2026-1937,Bail Application,Madras High Court,IPC 120B (Criminal Conspiracy),30,0.87,0,1962015,88.8,Case Dismissed
CAS-2026-1938,Contract Violation,Delhi High Court,IT Act 66D,12,0.22,0,2105464,46.3,Injunction Issued
CAS-2026-1939,Bail Application,Karnataka High Court,IPC 420 (Cheating),10,0.97,0,9770930,73.1,Bail Granted
CAS-2026-1940,Criminal Breach of Trust,District & Sessions Court,IPC 120B (Criminal Conspiracy),44,0.62,0,4705677,55.7,Bail Denied
CAS-2026-1941,Divorce & Maintenance,District & Sessions Court,NI Act 138 (Cheque Bounce),11,0.99,0,4117641,62.0,Bail Denied
CAS-2026-1942,Divorce & Maintenance,Madras High Court,IPC 307 (Attempt to Murder),15,0.91,0,1805692,84.2,Case Dismissed
CAS-2026-1943,Cheque Bounce u/s 138,District & Sessions Court,NI Act 138 (Cheque Bounce),16,0.3,0,8425648,54.6,Case Dismissed
CAS-2026-1944,Contract Violation,Bombay High Court,IPC 379 (Theft),17,0.15,0,9497115,76.9,Settlement Agreed
CAS-2026-1945,Bail Application,District & Sessions Court,IPC 379 (Theft),26,0.33,0,726776,77.7,Bail Denied
CAS-2026-1946,Bail Application,Delhi High Court,IPC 307 (Attempt to Murder),2,0.57,0,1861987,92.7,Settlement Agreed
CAS-2026-1947,Property Dispute,Delhi High Court,IPC 498A (Cruelty),12,0.25,3,6623229,83.8,Injunction Issued
CAS-2026-1948,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),26,0.25,0,9470707,85.2,Bail Denied
CAS-2026-1949,Cyber Fraud,Supreme Court of India,IPC 379 (Theft),23,0.51,0,3586082,71.6,Injunction Issued
CAS-2026-1950,Cyber Fraud,Bombay High Court,IPC 379 (Theft),18,0.13,0,1650642,54.3,Bail Granted
CAS-2026-1951,Property Dispute,Karnataka High Court,IT Act 66D,32,0.21,2,2594903,66.3,Settlement Agreed
CAS-2026-1952,Property Dispute,Bombay High Court,IPC 420 (Cheating),38,0.47,0,7889283,72.5,Case Dismissed
CAS-2026-1953,Property Dispute,Supreme Court of India,IT Act 66D,47,0.16,2,616031,78.9,Bail Denied
CAS-2026-1954,Contract Violation,District & Sessions Court,IT Act 66D,3,0.45,0,147367,75.4,Settlement Agreed
CAS-2026-1955,Contract Violation,District & Sessions Court,IPC 498A (Cruelty),38,0.52,0,7326078,64.7,Case Dismissed
CAS-2026-1956,Criminal Breach of Trust,Supreme Court of India,IPC 307 (Attempt to Murder),3,0.5,1,5795908,58.3,Bail Granted
CAS-2026-1957,Criminal Breach of Trust,Karnataka High Court,IPC 498A (Cruelty),30,0.87,0,1732748,53.4,Bail Denied
CAS-2026-1958,Property Dispute,Supreme Court of India,IPC 420 (Cheating),1,0.57,0,4962944,79.7,Injunction Issued
CAS-2026-1959,Cheque Bounce u/s 138,Madras High Court,NI Act 138 (Cheque Bounce),30,0.52,1,464716,77.3,Bail Granted
CAS-2026-1960,Bail Application,Delhi High Court,IPC 379 (Theft),45,0.47,2,5427701,79.4,Case Dismissed
CAS-2026-1961,Contract Violation,Karnataka High Court,IPC 379 (Theft),32,0.83,0,8733305,63.6,Bail Denied
CAS-2026-1962,Cheque Bounce u/s 138,Bombay High Court,IPC 420 (Cheating),28,0.9,0,5353087,58.1,Bail Denied
CAS-2026-1963,Divorce & Maintenance,Madras High Court,IT Act 66D,21,0.86,1,5020791,83.0,Bail Granted
CAS-2026-1964,Contract Violation,Karnataka High Court,IPC 307 (Attempt to Murder),46,0.7,0,5370637,83.7,Bail Denied
CAS-2026-1965,Contract Violation,Supreme Court of India,IPC 379 (Theft),13,0.22,1,8452804,67.8,Case Dismissed
CAS-2026-1966,Criminal Breach of Trust,Supreme Court of India,IPC 120B (Criminal Conspiracy),27,0.35,0,554623,75.6,Bail Granted
CAS-2026-1967,Bail Application,Supreme Court of India,IT Act 66D,36,0.14,0,8384742,63.7,Injunction Issued
CAS-2026-1968,Bail Application,Supreme Court of India,IPC 379 (Theft),7,0.93,2,8115648,80.1,Bail Granted
CAS-2026-1969,Cyber Fraud,Bombay High Court,IPC 120B (Criminal Conspiracy),22,0.69,0,1410646,86.8,Bail Granted
CAS-2026-1970,Cyber Fraud,Madras High Court,IPC 420 (Cheating),10,0.76,0,8529948,79.4,Injunction Issued
CAS-2026-1971,Cyber Fraud,District & Sessions Court,IPC 420 (Cheating),39,0.38,0,9458346,70.6,Case Dismissed
CAS-2026-1972,Cyber Fraud,Delhi High Court,IT Act 66D,15,0.85,0,8269815,67.9,Settlement Agreed
CAS-2026-1973,Divorce & Maintenance,Bombay High Court,IPC 379 (Theft),15,0.33,0,992743,77.1,Settlement Agreed
CAS-2026-1974,Divorce & Maintenance,Bombay High Court,IPC 498A (Cruelty),4,0.1,1,2114751,79.0,Injunction Issued
CAS-2026-1975,Contract Violation,District & Sessions Court,IPC 120B (Criminal Conspiracy),32,0.44,0,5942488,72.9,Case Dismissed
CAS-2026-1976,Property Dispute,District & Sessions Court,IPC 307 (Attempt to Murder),23,0.61,0,1513285,76.2,Bail Denied
CAS-2026-1977,Criminal Breach of Trust,Delhi High Court,IPC 379 (Theft),6,0.53,1,1430657,49.8,Injunction Issued
CAS-2026-1978,Criminal Breach of Trust,Delhi High Court,IPC 307 (Attempt to Murder),24,0.87,0,9452819,92.6,Settlement Agreed
CAS-2026-1979,Cyber Fraud,District & Sessions Court,IPC 379 (Theft),20,0.19,0,5352279,84.5,Case Dismissed
CAS-2026-1980,Contract Violation,Supreme Court of India,IPC 498A (Cruelty),37,0.59,0,1045161,63.7,Bail Granted
CAS-2026-1981,Cheque Bounce u/s 138,Bombay High Court,IPC 498A (Cruelty),20,0.56,2,5100783,73.1,Case Dismissed
CAS-2026-1982,Property Dispute,Karnataka High Court,IT Act 66D,12,0.35,0,2428767,47.4,Case Dismissed
CAS-2026-1983,Contract Violation,Delhi High Court,IT Act 66D,33,0.83,0,8433631,47.1,Settlement Agreed
CAS-2026-1984,Property Dispute,Delhi High Court,IPC 498A (Cruelty),28,0.77,0,2807133,57.5,Settlement Agreed
CAS-2026-1985,Property Dispute,District & Sessions Court,NI Act 138 (Cheque Bounce),8,0.75,0,4919523,79.5,Bail Denied
CAS-2026-1986,Property Dispute,Madras High Court,IPC 498A (Cruelty),1,0.88,0,6722266,87.6,Bail Denied
CAS-2026-1987,Contract Violation,Karnataka High Court,IPC 420 (Cheating),37,0.74,0,153010,73.0,Injunction Issued
CAS-2026-1988,Cyber Fraud,Karnataka High Court,IPC 420 (Cheating),22,0.31,0,5905333,71.6,Bail Granted
CAS-2026-1989,Criminal Breach of Trust,Delhi High Court,NI Act 138 (Cheque Bounce),6,0.73,3,5616552,65.1,Bail Denied
CAS-2026-1990,Criminal Breach of Trust,Supreme Court of India,IPC 120B (Criminal Conspiracy),21,0.37,0,1007272,53.1,Settlement Agreed
CAS-2026-1991,Cyber Fraud,Madras High Court,IPC 307 (Attempt to Murder),32,0.32,0,4174411,50.9,Case Dismissed
CAS-2026-1992,Property Dispute,Karnataka High Court,IPC 379 (Theft),35,0.16,0,636364,83.0,Injunction Issued
CAS-2026-1993,Cheque Bounce u/s 138,Delhi High Court,IPC 379 (Theft),15,0.76,0,1003057,91.4,Bail Denied
CAS-2026-1994,Bail Application,Karnataka High Court,NI Act 138 (Cheque Bounce),5,0.73,0,1850652,67.9,Case Dismissed
CAS-2026-1995,Contract Violation,Madras High Court,IPC 420 (Cheating),46,0.31,0,2719909,78.0,Case Dismissed
CAS-2026-1996,Bail Application,Madras High Court,IT Act 66D,6,0.77,0,763478,90.7,Bail Denied
CAS-2026-1997,Cyber Fraud,Bombay High Court,IPC 379 (Theft),25,0.92,1,4239524,49.5,Bail Granted
CAS-2026-1998,Cheque Bounce u/s 138,District & Sessions Court,IPC 420 (Cheating),46,0.2,0,9791578,83.5,Bail Granted
CAS-2026-1999,Contract Violation,District & Sessions Court,IPC 120B (Criminal Conspiracy),40,0.31,0,1090993,75.8,Injunction Issued
CAS-2026-2000,Cyber Fraud,Delhi High Court,IPC 307 (Attempt to Murder),29,0.77,0,6494544,74.9,Bail Granted
CAS-2026-2001,Property Dispute,Madras High Court,IPC 120B (Criminal Conspiracy),7,0.34,0,1688049,59.6,Injunction Issued
CAS-2026-2002,Criminal Breach of Trust,Bombay High Court,NI Act 138 (Cheque Bounce),40,0.66,0,1059296,79.2,Settlement Agreed
CAS-2026-2003,Bail Application,Bombay High Court,IPC 498A (Cruelty),13,0.17,0,8437746,84.7,Bail Denied
CAS-2026-2004,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),38,0.5,0,8014933,50.6,Case Dismissed
CAS-2026-2005,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),18,0.76,1,362530,71.7,Injunction Issued
CAS-2026-2006,Cheque Bounce u/s 138,Bombay High Court,IPC 120B (Criminal Conspiracy),2,0.71,0,3731097,50.1,Bail Granted
CAS-2026-2007,Property Dispute,Karnataka High Court,IPC 379 (Theft),8,0.83,0,5808824,88.6,Injunction Issued
CAS-2026-2008,Bail Application,Madras High Court,IPC 307 (Attempt to Murder),11,0.88,0,2142361,70.4,Injunction Issued
CAS-2026-2009,Property Dispute,Supreme Court of India,IPC 498A (Cruelty),33,0.79,0,317767,85.4,Bail Granted
CAS-2026-2010,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),38,0.7,0,1209970,63.4,Bail Granted
CAS-2026-2011,Cheque Bounce u/s 138,Bombay High Court,NI Act 138 (Cheque Bounce),27,0.13,2,3970033,51.3,Bail Denied
CAS-2026-2012,Cheque Bounce u/s 138,Bombay High Court,IPC 498A (Cruelty),20,0.58,0,5982545,47.1,Case Dismissed
CAS-2026-2013,Divorce & Maintenance,Madras High Court,IPC 498A (Cruelty),12,0.13,3,9134612,59.1,Bail Denied
CAS-2026-2014,Property Dispute,Karnataka High Court,IPC 307 (Attempt to Murder),43,0.82,1,287486,57.2,Bail Denied
CAS-2026-2015,Contract Violation,Karnataka High Court,IPC 498A (Cruelty),31,0.39,0,7363776,73.0,Bail Granted
CAS-2026-2016,Divorce & Maintenance,District & Sessions Court,IPC 307 (Attempt to Murder),27,0.6,0,1728782,46.1,Bail Granted
CAS-2026-2017,Property Dispute,Bombay High Court,NI Act 138 (Cheque Bounce),32,0.35,0,3488284,71.0,Case Dismissed
CAS-2026-2018,Divorce & Maintenance,Delhi High Court,IPC 498A (Cruelty),10,0.8,0,9914968,64.6,Injunction Issued
CAS-2026-2019,Contract Violation,District & Sessions Court,IPC 120B (Criminal Conspiracy),3,0.89,2,1833391,73.9,Bail Denied
CAS-2026-2020,Criminal Breach of Trust,Karnataka High Court,IT Act 66D,45,0.45,0,8855198,80.1,Case Dismissed
CAS-2026-2021,Criminal Breach of Trust,Madras High Court,IPC 120B (Criminal Conspiracy),27,0.87,1,8583310,76.7,Bail Denied
CAS-2026-2022,Criminal Breach of Trust,Karnataka High Court,NI Act 138 (Cheque Bounce),35,0.34,0,2302661,94.2,Injunction Issued
CAS-2026-2023,Criminal Breach of Trust,Madras High Court,IPC 307 (Attempt to Murder),31,0.58,1,4650056,51.9,Bail Denied
CAS-2026-2024,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),15,0.86,2,1262886,66.5,Settlement Agreed
CAS-2026-2025,Bail Application,Bombay High Court,IPC 307 (Attempt to Murder),16,0.39,0,4175341,66.2,Case Dismissed
CAS-2026-2026,Cyber Fraud,Karnataka High Court,IPC 120B (Criminal Conspiracy),13,0.95,0,3029386,65.9,Bail Granted
CAS-2026-2027,Cyber Fraud,Madras High Court,IPC 120B (Criminal Conspiracy),35,0.21,0,6501391,78.2,Bail Denied
CAS-2026-2028,Cyber Fraud,Bombay High Court,IPC 307 (Attempt to Murder),11,0.12,1,3363647,69.5,Case Dismissed
CAS-2026-2029,Criminal Breach of Trust,Delhi High Court,IPC 379 (Theft),21,0.9,2,1058101,70.9,Case Dismissed
CAS-2026-2030,Contract Violation,Madras High Court,IPC 120B (Criminal Conspiracy),11,0.16,1,169519,66.6,Bail Denied
CAS-2026-2031,Cheque Bounce u/s 138,District & Sessions Court,IPC 498A (Cruelty),30,0.98,0,7938236,94.6,Bail Granted
CAS-2026-2032,Cheque Bounce u/s 138,Delhi High Court,IT Act 66D,35,0.95,0,1060655,91.4,Bail Granted
CAS-2026-2033,Bail Application,Delhi High Court,NI Act 138 (Cheque Bounce),22,0.22,1,9685296,60.4,Bail Denied
CAS-2026-2034,Criminal Breach of Trust,Supreme Court of India,IPC 379 (Theft),38,0.58,0,2241924,50.6,Case Dismissed
CAS-2026-2035,Criminal Breach of Trust,Karnataka High Court,IPC 307 (Attempt to Murder),31,0.26,1,3079674,87.0,Bail Granted
CAS-2026-2036,Criminal Breach of Trust,Madras High Court,IPC 379 (Theft),14,0.48,0,2392056,94.9,Bail Denied
CAS-2026-2037,Divorce & Maintenance,Delhi High Court,IPC 420 (Cheating),24,0.15,0,8647596,59.6,Bail Denied
CAS-2026-2038,Property Dispute,Supreme Court of India,IPC 420 (Cheating),32,0.3,0,7222759,62.9,Bail Denied
CAS-2026-2039,Divorce & Maintenance,District & Sessions Court,IPC 120B (Criminal Conspiracy),36,0.42,0,2711895,92.1,Case Dismissed
CAS-2026-2040,Property Dispute,Bombay High Court,IPC 120B (Criminal Conspiracy),32,0.49,0,4333384,80.6,Bail Granted
CAS-2026-2041,Criminal Breach of Trust,Madras High Court,IPC 498A (Cruelty),15,0.97,0,7469080,59.8,Case Dismissed
CAS-2026-2042,Criminal Breach of Trust,Delhi High Court,IT Act 66D,43,0.82,0,5952373,74.1,Settlement Agreed
CAS-2026-2043,Divorce & Maintenance,Karnataka High Court,NI Act 138 (Cheque Bounce),35,0.76,0,9415889,92.2,Bail Granted
CAS-2026-2044,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),3,0.58,0,7756887,85.6,Case Dismissed
CAS-2026-2045,Property Dispute,Delhi High Court,IPC 420 (Cheating),16,0.85,1,4550696,82.1,Bail Granted
CAS-2026-2046,Cheque Bounce u/s 138,Karnataka High Court,IPC 120B (Criminal Conspiracy),5,0.4,2,2973382,81.8,Settlement Agreed
CAS-2026-2047,Property Dispute,Delhi High Court,NI Act 138 (Cheque Bounce),21,0.73,1,1490179,53.9,Injunction Issued
CAS-2026-2048,Divorce & Maintenance,Madras High Court,IPC 379 (Theft),10,0.98,3,8213324,86.2,Bail Denied
CAS-2026-2049,Contract Violation,Madras High Court,IPC 120B (Criminal Conspiracy),19,0.38,0,7228080,58.8,Case Dismissed
CAS-2026-2050,Divorce & Maintenance,Madras High Court,IPC 120B (Criminal Conspiracy),25,0.7,0,5951361,91.5,Settlement Agreed
CAS-2026-2051,Contract Violation,District & Sessions Court,IPC 420 (Cheating),4,0.85,0,8414052,63.2,Settlement Agreed
CAS-2026-2052,Bail Application,District & Sessions Court,IPC 420 (Cheating),29,0.92,1,3871414,87.9,Bail Granted
CAS-2026-2053,Divorce & Maintenance,Supreme Court of India,IPC 120B (Criminal Conspiracy),19,0.74,0,846470,58.3,Bail Granted
CAS-2026-2054,Bail Application,Madras High Court,IPC 307 (Attempt to Murder),43,0.35,0,9637772,70.7,Bail Denied
CAS-2026-2055,Cheque Bounce u/s 138,Karnataka High Court,IPC 120B (Criminal Conspiracy),2,0.39,1,7168566,50.3,Bail Granted
CAS-2026-2056,Property Dispute,Delhi High Court,NI Act 138 (Cheque Bounce),10,0.12,0,2018517,78.0,Case Dismissed
CAS-2026-2057,Contract Violation,Bombay High Court,IPC 120B (Criminal Conspiracy),43,0.78,0,3559544,86.8,Case Dismissed
CAS-2026-2058,Property Dispute,Karnataka High Court,IPC 498A (Cruelty),25,0.14,0,7372268,80.9,Case Dismissed
CAS-2026-2059,Bail Application,District & Sessions Court,IT Act 66D,20,0.87,0,2930095,71.2,Injunction Issued
CAS-2026-2060,Contract Violation,District & Sessions Court,IPC 498A (Cruelty),19,0.21,0,3529985,47.3,Case Dismissed
CAS-2026-2061,Property Dispute,Karnataka High Court,IPC 498A (Cruelty),23,0.25,0,1411414,91.7,Bail Granted
CAS-2026-2062,Divorce & Maintenance,District & Sessions Court,IPC 307 (Attempt to Murder),24,0.52,0,4285727,80.3,Bail Granted
CAS-2026-2063,Criminal Breach of Trust,Madras High Court,IPC 307 (Attempt to Murder),11,0.76,0,8504196,82.3,Case Dismissed
CAS-2026-2064,Bail Application,Supreme Court of India,IPC 120B (Criminal Conspiracy),46,0.22,1,2914268,84.7,Settlement Agreed
CAS-2026-2065,Property Dispute,Delhi High Court,IPC 498A (Cruelty),34,0.49,1,8945909,82.4,Settlement Agreed
CAS-2026-2066,Bail Application,Supreme Court of India,IPC 307 (Attempt to Murder),28,0.53,0,7158175,67.1,Settlement Agreed
CAS-2026-2067,Cyber Fraud,Delhi High Court,IPC 420 (Cheating),5,0.29,1,4117763,81.7,Bail Denied
